"행정구역","2021년11월_계_총인구수","2021년11월_계_연령구간인구수","2021년11월_계_0~9세","2021년11월_계_10~19세","2021년11월_계_20~29세","2021년11월_계_30~39세","2021년11월_계_40~49세","2021년11월_계_50~59세","2021년11월_계_60~69세","2021년11월_계_70~79세","2021년11월_계_80~89세","2021년11월_계_90~99세","2021년11월_계_100세 이상"
"전라남도 무안군 운남면(4684037000)","2,893","2,893","66","167","211","142","257","578","668","501","273","29","1"
"전라남도 함평군 (4686000000)","31,343","31,343","1,217","2,011","2,349","1,847","3,276","5,365","6,195","4,945","3,596","526","16"
"전라남도 함평군 함평읍(4686025000)","8,284","8,284","482","783","751","618","1,099","1,371","1,332","1,033","710","104","1"
"전라남도 함평군 손불면(4686031000)","3,320","3,320","118","179","175","143","334","553","677","646","441","53","1"
"전라남도 함평군 신광면(4686032000)","1,794","1,794","54","60","111","104","151","294","421","319","240","39","1"
"전라남도 함평군 학교면(4686033000)","3,717","3,717","115","198","250","199","351","616","798","625","484","79","2"
"전라남도 함평군 엄다면(4686034000)","1,845","1,845","45","80","126","81","161","335","386","316","271","43","1"
"전라남도 함평군 대동면(4686035000)","3,080","3,080","84","240","234","159","259","575","586","499","379","62","3"
"전라남도 함평군 나산면(4686036000)","2,795","2,795","96","118","182","167","242","463","670","457","349","51","0"
"전라남도 함평군 해보면(4686037000)","2,784","2,784","84","129","237","177","276","512","598","420","309","40","2"
"전라남도 함평군 월야면(4686038000)","3,724","3,724","139","224","283","199","403","646","727","630","413","55","5"
"전라남도 영광군 (4687000000)","52,024","52,024","3,646","4,000","4,697","4,597","6,224","8,430","8,648","6,955","4,261","539","27"
"전라남도 영광군 영광읍(4687025000)","21,654","21,654","2,019","2,335","2,339","2,247","3,220","3,491","2,934","1,939","996","125","9"
"전라남도 영광군 백수읍(4687025300)","4,560","4,560","177","213","323","261","396","790","861","855","603","77","4"
"전라남도 영광군 홍농읍(4687025600)","6,655","6,655","615","504","762","823","837","1,105","897","682","382","46","2"
"전라남도 영광군 대마면(4687031000)","1,729","1,729","82","84","149","148","151","271","330","286","194","32","2"
"전라남도 영광군 묘량면(4687032000)","1,733","1,733","86","73","114","114","142","274","350","296","251","32","1"
"전라남도 영광군 불갑면(4687033000)","1,339","1,339","62","53","82","110","100","218","294","251","150","19","0"
"전라남도 영광군 군서면(4687034000)","2,286","2,286","82","152","167","119","232","380","411","405","297","37","4"
"전라남도 영광군 군남면(4687035000)","2,368","2,368","83","91","107","116","185","327","466","508","436","48","1"
"전라남도 영광군 염산면(4687036000)","3,942","3,942","142","158","203","222","345","627","953","818","416","58","0"
"전라남도 영광군 법성면(4687037000)","5,179","5,179","273","325","416","409","533","836","982","835","504","62","4"
"전라남도 영광군 낙월면(4687038000)","388","388","14","9","26","19","56","82","114","45","21","2","0"
"전라남도 영광군 낙월면안마출장소(4687038500)","191","191","11","3","9","9","27","29","56","35","11","1","0"
"전라남도 장성군 (4688000000)","43,518","43,518","2,495","3,168","3,936","3,418","5,245","7,443","7,635","5,731","3,898","532","17"
"전라남도 장성군 장성읍(4688025000)","13,371","13,371","952","1,217","1,247","1,089","1,903","2,186","2,082","1,606","953","132","4"
"전라남도 장성군 진원면(4688031000)","3,648","3,648","281","303","284","252","452","625","658","447","301","42","3"
"전라남도 장성군 남면(4688032000)","3,700","3,700","136","166","373","305","399","699","756","493","324","48","1"
"전라남도 장성군 동화면(4688033000)","1,791","1,791","47","68","123","120","176","342","373","275","232","34","1"
"전라남도 장성군 삼서면(4688034000)","3,117","3,117","132","174","236","172","342","569","616","474","365","36","1"
"전라남도 장성군 삼계면(4688035000)","5,948","5,948","575","592","789","761","804","855","677","502","355","37","1"
"전라남도 장성군 황룡면(4688036000)","4,008","4,008","158","248","379","261","479","787","762","538","340","55","1"
"전라남도 장성군 서삼면(4688037000)","1,528","1,528","52","94","114","105","152","279","308","236","161","27","0"
"전라남도 장성군 북일면(4688038000)","1,376","1,376","40","51","91","76","96","225","316","258","190","32","1"
"전라남도 장성군 북이면(4688039000)","2,849","2,849","66","161","186","140","247","468","567","517","446","49","2"
"전라남도 장성군 북하면(4688040000)","2,182","2,182","56","94","114","137","195","408","520","385","231","40","2"
"전라남도 완도군 (4689000000)","48,770","48,770","2,914","3,506","3,586","3,642","5,944","7,883","8,737","7,327","4,580","633","18"
"전라남도 완도군 완도읍(4689025000)","17,987","17,987","1,377","1,687","1,811","1,658","2,615","3,054","2,910","1,861","879","130","5"
"전라남도 완도군 금일읍(4689025300)","3,639","3,639","196","190","199","275","409","553","739","608","421","49","0"
"전라남도 완도군 노화읍(4689025600)","4,307","4,307","292","395","270","338","567","637","663","635","449","60","1"
"전라남도 완도군 노화읍넙도출장소(4689029000)","771","771","45","49","41","68","114","119","155","138","40","1","1"
"전라남도 완도군 군외면(4689031000)","3,152","3,152","86","120","176","145","311","529","711","628","392","53","1"
"전라남도 완도군 신지면(4689032000)","3,340","3,340","122","189","190","202","338","579","640","591","431","57","1"
"전라남도 완도군 고금면(4689033000)","4,152","4,152","172","261","247","221","402","615","709","843","604","75","3"
"전라남도 완도군 약산면(4689034000)","2,292","2,292","111","97","127","104","197","384","488","450","293","40","1"
"전라남도 완도군 청산면(4689035000)","2,071","2,071","61","87","124","121","188","348","429","374","286","52","1"
"전라남도 완도군 청산면모도출장소(4689035500)","218","218","4","9","8","4","24","38","36","47","39","8","1"
"전라남도 완도군 소안면(4689036000)","2,439","2,439","130","132","126","166","267","338","467","479","293","40","1"
"전라남도 완도군 금당면(4689037000)","975","975","40","50","63","58","94","159","170","177","141","22","1"
"전라남도 완도군 보길면(4689038000)","2,615","2,615","239","214","143","230","331","396","461","350","220","31","0"
"전라남도 완도군 생일면(4689039000)","812","812","39","26","61","52","87","134","159","146","92","15","1"
"전라남도 진도군 (4690000000)","30,104","30,104","1,565","2,167","2,421","2,085","3,399","4,951","5,509","4,531","3,073","393","10"
"전라남도 진도군 진도읍(4690025000)","10,761","10,761","834","1,133","1,220","1,063","1,543","1,721","1,569","1,042","560","74","2"
"전라남도 진도군 군내면(4690031000)","2,954","2,954","100","162","181","166","285","513","607","532","365","43","0"
"전라남도 진도군 고군면(4690032000)","3,559","3,559","177","255","236","230","379","554","743","534","388","60","3"
"전라남도 진도군 의신면(4690033000)","3,449","3,449","116","161","209","177","355","583","739","614","435","59","1"
"전라남도 진도군 임회면(4690034000)","3,397","3,397","115","174","217","170","286","608","666","646","446","69","0"
"전라남도 진도군 지산면(4690035000)","3,065","3,065","95","110","193","132","219","484","651","649","480","51","1"
"전라남도 진도군 조도면(4690036000)","2,274","2,274","91","126","128","113","258","370","427","408","326","24","3"
"전라남도 진도군 조도면가사출장소(4690036500)","263","263","14","6","16","13","29","45","47","45","44","4","0"
"전라남도 진도군 조도면거차출장소(4690036600)","382","382","23","40","21","21","45","73","60","61","29","9","0"
"전라남도 신안군 (4691000000)","38,243","38,243","1,418","1,965","2,534","2,491","4,105","6,898","7,951","6,225","4,129","516","11"
"전라남도 신안군 지도읍(4691025000)","4,183","4,183","138","218","278","233","426","741","900","716","473","59","1"
"전라남도 신안군 지도읍선도출장소(4691025100)","236","236","5","6","14","11","16","46","56","40","40","2","0"
"전라남도 신안군 압해읍(4691025300)","5,697","5,697","194","291","428","415","603","1,077","1,306","810","504","69","0"
"전라남도 신안군 압해읍매화출장소(4691025400)","225","225","10","3","6","13","20","33","61","54","24","1","0"
"전라남도 신안군 압해읍고이도출장소(4691025500)","220","220","14","5","6","14","18","35","47","52","25","4","0"
"전라남도 신안군 증도면(4691031000)","1,448","1,448","34","43","90","77","166","296","273","267","183","18","1"
"전라남도 신안군 증도면병풍출장소(4691031500)","311","311","11","9","18","17","32","61","72","59","29","3","0"
"전라남도 신안군 임자면(4691032000)","3,188","3,188","156","234","216","205","397","584","607","502","267","20","0"
"전라남도 신안군 자은면(4691033000)","2,287","2,287","72","92","139","132","216","423","510","400","278","25","0"
"전라남도 신안군 비금면(4691034000)","3,459","3,459","123","194","205","210","385","622","709","606","355","50","0"
"전라남도 신안군 도초면(4691035000)","2,464","2,464","108","200","158","159","267","381","458","392","313","27","1"
"전라남도 신안군 도초면우이도출장소(4691035500)","218","218","9","5","6","14","28","60","47","28","18","3","0"
"전라남도 신안군 흑산면(4691036000)","2,187","2,187","65","109","172","178","284","434","379","324","198","41","3"
"전라남도 신안군 흑산면가거도출장소(4691036500)","428","428","13","20","45","44","75","98","74","34","25","0","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","194","194","11","16","9","17","21","37","36","25","19","3","0"
"전라남도 신안군 흑산면홍도출장소(4691036700)","447","447","17","24","43","42","78","101","73","37","31","1","0"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","306","306","11","18","23","22","40","60","63","43","18","8","0"
"전라남도 신안군 하의면(4691037000)","1,699","1,699","60","102","103","107","190","306","327","285","195","24","0"
"전라남도 신안군 신의면(4691038000)","1,529","1,529","63","105","130","121","199","274","285","211","126","13","2"
"전라남도 신안군 장산면(4691039000)","1,529","1,529","71","68","62","95","152","230","344","282","197","26","2"
"전라남도 신안군 안좌면(4691040000)","2,744","2,744","110","97","208","174","217","447","589","474","364","63","1"
"전라남도 신안군 안좌면자라출장소(4691040500)","281","281","16","8","20","27","25","44","65","45","28","3","0"
"전라남도 신안군 팔금면(4691041000)","968","968","19","28","44","54","78","150","222","204","148","21","0"
"전라남도 신안군 암태면(4691042000)","1,995","1,995","88","70","111","110","172","358","448","335","271","32","0"
"경상북도  (4700000000)","2,627,468","2,627,468","179,383","222,205","276,881","280,402","377,057","454,422","432,158","243,700","140,516","20,133","611"
"경상북도 포항시 (4711000000)","503,388","503,388","37,449","46,215","56,565","57,613","76,644","89,077","82,790","38,337","16,325","2,305","68"
"경상북도 포항시 남구 (4711100000)","230,644","230,644","16,442","20,950","26,560","25,888","35,499","40,870","38,363","17,903","7,179","952","38"
"경상북도 포항시 남구 구룡포읍(4711125000)","7,354","7,354","124","241","397","421","708","1,325","2,003","1,300","744","89","2"
"경상북도 포항시 남구 연일읍(4711125300)","30,298","30,298","2,188","3,583","3,482","2,872","5,014","5,986","4,568","1,801","720","80","4"
"경상북도 포항시 남구 오천읍(4711125600)","56,081","56,081","5,374","5,887","6,856","7,922","10,478","8,744","6,822","2,654","1,189","147","8"
"경상북도 포항시 남구 대송면(4711131000)","3,391","3,391","60","128","246","233","295","644","970","532","235","46","2"
"경상북도 포항시 남구 동해면(4711132000)","9,713","9,713","498","755","917","923","1,203","1,794","1,890","1,129","527","74","3"
"경상북도 포항시 남구 장기면(4711133000)","4,050","4,050","62","119","179","183","289","683","1,016","801","617","97","4"
"경상북도 포항시 남구 호미곶면(4711135000)","1,863","1,863","29","65","99","76","180","315","455","377","230","37","0"
"경상북도 포항시 남구 상대동(4711152500)","24,622","24,622","1,063","1,449","3,208","2,871","3,254","4,365","5,162","2,528","640","80","2"
"경상북도 포항시 남구 해도동(4711154500)","17,159","17,159","560","757","1,635","1,554","2,128","3,303","4,203","2,286","667","62","4"
"경상북도 포항시 남구 송도동(4711155000)","12,217","12,217","387","658","983","955","1,382","2,183","3,190","1,756","634","87","2"
"경상북도 포항시 남구 청림동(4711156000)","4,768","4,768","209","257","667","481","527","802","985","599","211","28","2"
"경상북도 포항시 남구 제철동(4711157000)","2,994","2,994","134","181","751","365","332","501","433","207","83","7","0"
"경상북도 포항시 남구 효곡동(4711158000)","30,604","30,604","3,605","3,964","3,543","3,684","5,382","5,187","3,909","990","276","61","3"
"경상북도 포항시 남구 대이동(4711159000)","25,530","25,530","2,149","2,906","3,597","3,348","4,327","5,038","2,757","943","406","57","2"
"경상북도 포항시 북구 (4711300000)","272,744","272,744","21,007","25,265","30,005","31,725","41,145","48,207","44,427","20,434","9,146","1,353","30"
"경상북도 포항시 북구 흥해읍(4711325000)","40,897","40,897","3,707","3,637","4,146","4,884","6,218","7,121","6,331","3,006","1,601","244","2"
"경상북도 포항시 북구 신광면(4711331000)","2,916","2,916","65","82","169","124","219","460","812","516","401","67","1"
"경상북도 포항시 북구 청하면(4711332000)","4,772","4,772","95","203","288","245","433","897","1,165","828","529","87","2"
"경상북도 포항시 북구 송라면(4711333000)","2,475","2,475","37","81","148","96","193","439","631","480","313","57","0"
"경상북도 포항시 북구 기계면(4711334000)","4,967","4,967","78","180","292","219","353","884","1,305","929","626","101","0"
"경상북도 포항시 북구 죽장면(4711335000)","2,122","2,122","36","54","58","61","118","396","628","407","322","41","1"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","609","609","4","18","27","14","35","115","210","111","63","11","1"
"경상북도 포항시 북구 기북면(4711336000)","1,304","1,304","15","38","52","55","94","208","376","254","180","29","3"
"경상북도 포항시 북구 중앙동(4711352000)","15,450","15,450","541","784","1,583","1,699","1,922","2,639","3,330","2,006","833","111","2"
"경상북도 포항시 북구 양학동(4711363000)","16,799","16,799","1,122","1,772","2,009","1,810","2,555","3,333","2,727","1,057","358","55","1"
"경상북도 포항시 북구 죽도동(4711365500)","19,909","19,909","728","918","2,349","2,365","2,508","3,410","4,276","2,406","828","117","4"
"경상북도 포항시 북구 용흥동(4711366500)","21,921","21,921","1,300","1,910","2,333","2,096","3,192","4,034","4,258","1,960","743","93","2"
"경상북도 포항시 북구 우창동(4711368000)","33,446","33,446","3,213","3,191","3,745","4,681","5,089","6,020","4,889","1,782","724","108","4"
"경상북도 포항시 북구 두호동(4711369000)","23,037","23,037","1,589","2,332","2,817","2,476","3,281","4,586","3,863","1,488","534","70","1"
"경상북도 포항시 북구 장량동(4711370000)","72,607","72,607","7,642","8,925","9,082","9,770","13,276","12,203","8,149","2,528","886","140","6"
"경상북도 포항시 북구 환여동(4711371000)","9,513","9,513","835","1,140","907","1,130","1,659","1,462","1,477","676","205","22","0"
"경상북도 경주시 (4713000000)","252,162","252,162","15,427","20,235","25,815","24,651","35,810","46,585","43,242","25,009","13,469","1,866","53"
"경상북도 경주시 감포읍(4713025000)","5,377","5,377","136","220","328","323","578","981","1,259","936","531","81","4"
"경상북도 경주시 안강읍(4713025300)","24,150","24,150","1,007","1,946","2,147","1,655","3,143","4,860","4,562","2,933","1,694","196","7"
"경상북도 경주시 건천읍(4713025600)","9,260","9,260","304","491","674","640","966","1,616","2,107","1,476","875","110","1"
"경상북도 경주시 외동읍(4713025900)","22,138","22,138","1,349","1,190","2,107","2,682","2,981","4,424","4,057","2,047","1,116","181","4"
"경상북도 경주시 문무대왕면(4713031500)","4,207","4,207","198","176","435","442","347","668","855","596","421","65","4"
"경상북도 경주시 양남면(4713032000)","6,262","6,262","258","317","562","486","686","1,305","1,415","736","416","78","3"
"경상북도 경주시 내남면(4713033000)","4,705","4,705","96","197","270","240","400","858","1,156","823","579","85","1"
"경상북도 경주시 산내면(4713034000)","3,232","3,232","44","82","131","112","188","554","1,032","646","395","48","0"
"경상북도 경주시 서면(4713035000)","3,118","3,118","55","121","160","136","274","523","765","657","382","44","1"
"경상북도 경주시 현곡면(4713036000)","21,721","21,721","2,308","2,383","2,248","2,828","3,769","3,674","2,582","1,207","638","83","1"
"경상북도 경주시 강동면(4713037000)","6,087","6,087","171","298","461","324","675","1,207","1,385","909","573","82","2"
"경상북도 경주시 천북면(4713038000)","5,663","5,663","258","304","497","550","672","1,056","1,151","719","403","52","1"
"경상북도 경주시 중부동(4713051500)","5,125","5,125","177","290","518","463","618","847","1,066","766","344","36","0"
"경상북도 경주시 황오동(4713053000)","6,323","6,323","157","304","578","520","704","1,130","1,431","983","453","61","2"
"경상북도 경주시 성건동(4713055000)","13,674","13,674","391","774","1,968","1,209","1,717","2,298","2,682","1,845","697","91","2"
"경상북도 경주시 황남동(4713057000)","4,511","4,511","78","183","326","255","473","783","1,043","787","520","61","2"
"경상북도 경주시 선도동(4713059000)","14,713","14,713","1,090","1,597","1,883","1,401","2,463","2,823","1,885","999","503","68","1"
"경상북도 경주시 월성동(4713060500)","5,809","5,809","346","345","451","472","750","1,000","1,159","788","429","65","4"
"경상북도 경주시 용강동(4713061500)","24,090","24,090","2,855","2,659","2,578","3,392","4,413","4,063","2,555","1,001","490","80","4"
"경상북도 경주시 황성동(4713062100)","28,384","28,384","2,385","3,524","3,681","3,140","4,986","5,452","3,260","1,254","601","100","1"
"경상북도 경주시 동천동(4713063000)","22,180","22,180","1,098","2,167","2,872","2,177","3,466","4,450","3,580","1,591","682","93","4"
"경상북도 경주시 불국동(4713065000)","9,718","9,718","616","589","778","1,093","1,342","1,695","1,851","1,059","603","89","3"
"경상북도 경주시 보덕동(4713066000)","1,715","1,715","50","78","162","111","199","318","404","251","124","17","1"
"경상북도 김천시 (4715000000)","140,120","140,120","9,993","12,240","14,174","14,511","19,188","23,528","23,352","13,429","8,412","1,254","39"
"경상북도 김천시 아포읍(4715025000)","7,509","7,509","374","448","580","583","879","1,531","1,576","885","556","95","2"
"경상북도 김천시 농소면(4715031000)","3,060","3,060","116","134","264","210","315","558","670","440","307","45","1"
"경상북도 김천시 남면(4715032000)","3,095","3,095","70","131","203","199","272","587","735","467","367","61","3"
"경상북도 김천시 개령면(4715034000)","2,404","2,404","51","91","169","140","188","453","622","385","257","47","1"
"경상북도 김천시 감문면(4715035000)","3,251","3,251","66","97","158","150","234","568","860","557","475","86","0"
"경상북도 김천시 어모면(4715036000)","4,002","4,002","147","163","286","200","403","726","956","648","400","72","1"
"경상북도 김천시 봉산면(4715037000)","3,070","3,070","86","128","226","180","265","560","808","496","276","45","0"
"경상북도 김천시 대항면(4715038000)","3,409","3,409","89","174","269","198","302","674","851","464","324","61","3"
"경상북도 김천시 감천면(4715039000)","1,934","1,934","56","74","134","106","182","372","449","283","237","41","0"
"경상북도 김천시 조마면(4715040000)","2,195","2,195","49","83","126","115","180","397","577","346","281","39","2"
"경상북도 김천시 구성면(4715041000)","2,756","2,756","53","76","144","108","183","516","702","517","381","74","2"
"경상북도 김천시 지례면(4715042000)","1,518","1,518","35","54","77","62","92","254","386","285","238","32","3"
"경상북도 김천시 부항면(4715043000)","1,242","1,242","21","36","52","52","94","205","341","215","194","29","3"
"경상북도 김천시 대덕면(4715044000)","2,274","2,274","45","309","108","103","138","346","516","354","311","42","2"
"경상북도 김천시 증산면(4715045000)","1,037","1,037","8","31","44","22","90","209","301","160","154","18","0"
"경상북도 김천시 자산동(4715051600)","6,558","6,558","183","341","617","530","788","1,036","1,532","985","489","56","1"
"경상북도 김천시 평화남산동(4715053600)","7,525","7,525","206","405","787","652","856","1,287","1,627","1,046","586","70","3"
"경상북도 김천시 양금동(4715056500)","3,845","3,845","113","220","279","246","373","646","885","661","375","45","2"
"경상북도 김천시 대신동(4715057500)","25,359","25,359","1,974","3,144","3,731","2,807","4,030","4,320","2,988","1,423","843","92","7"
"경상북도 김천시 대곡동(4715059500)","20,181","20,181","1,316","2,281","2,200","1,949","2,892","3,692","3,223","1,638","864","124","2"
"경상북도 김천시 지좌동(4715061000)","10,999","10,999","845","1,067","1,420","1,291","1,785","1,899","1,548","763","334","47","0"
"경상북도 김천시 율곡동(4715064000)","22,897","22,897","4,090","2,753","2,300","4,608","4,647","2,692","1,199","411","163","33","1"
"경상북도 안동시 (4717000000)","157,177","157,177","10,060","13,347","16,363","15,086","21,582","25,713","26,820","16,653","10,011","1,497","45"
"경상북도 안동시 풍산읍(4717025000)","6,372","6,372","184","274","437","370","549","1,048","1,477","1,114","786","129","4"
"경상북도 안동시 와룡면(4717031000)","3,971","3,971","79","190","260","179","304","639","963","716","557","80","4"
"경상북도 안동시 북후면(4717032000)","2,947","2,947","54","82","129","145","295","510","702","523","444","62","1"
"경상북도 안동시 서후면(4717033000)","3,484","3,484","70","123","270","209","321","577","895","539","395","85","0"
"경상북도 안동시 풍천면(4717034000)","7,007","7,007","473","372","969","1,123","792","934","1,033","745","478","81","7"
"경상북도 안동시 일직면(4717035000)","2,663","2,663","39","116","126","110","224","416","625","555","397","54","1"
"경상북도 안동시 남후면(4717036000)","1,725","1,725","21","58","73","67","144","269","413","351","285","44","0"
"경상북도 안동시 남선면(4717037000)","2,085","2,085","49","83","141","119","168","420","519","317","227","42","0"
"경상북도 안동시 임하면(4717038000)","2,795","2,795","53","108","155","137","243","488","741","478","329","62","1"
"경상북도 안동시 길안면(4717039000)","2,707","2,707","42","78","107","110","160","506","735","532","389","48","0"
"경상북도 안동시 임동면(4717040000)","1,720","1,720","32","49","67","53","134","275","502","335","247","25","1"
"경상북도 안동시 예안면(4717041000)","1,825","1,825","47","46","79","73","105","332","508","349","258","27","1"
"경상북도 안동시 도산면(4717042000)","1,592","1,592","21","43","63","66","111","262","433","340","217","36","0"
"경상북도 안동시 녹전면(4717043000)","1,717","1,717","27","61","58","67","117","270","497","328","256","36","0"
"경상북도 안동시 중구동(4717051000)","5,068","5,068","211","330","613","475","613","785","913","712","352","63","1"
"경상북도 안동시 명륜동(4717052000)","4,943","4,943","265","411","507","397","680","905","889","558","295","36","0"
"경상북도 안동시 용상동(4717055500)","22,050","22,050","1,814","2,275","2,979","2,511","3,457","3,449","2,944","1,629","869","121","2"
"경상북도 안동시 서구동(4717058500)","8,991","8,991","603","895","828","741","1,355","1,399","1,540","1,015","538","73","4"
"경상북도 안동시 태화동(4717060000)","13,060","13,060","878","927","1,359","1,446","1,834","2,164","2,263","1,433","666","86","4"
"경상북도 안동시 평화동(4717062000)","6,289","6,289","353","513","642","564","882","1,023","1,167","733","356","54","2"
"경상북도 안동시 안기동(4717063000)","6,184","6,184","308","543","675","550","820","1,139","1,201","649","259","39","1"
"경상북도 안동시 옥동(4717065000)","21,322","21,322","1,883","2,580","2,568","2,353","3,695","3,485","2,723","1,276","665","89","5"
"경상북도 안동시 송하동(4717066000)","16,149","16,149","1,488","1,696","1,968","2,065","2,558","2,744","2,140","907","491","88","4"
"경상북도 안동시 강남동(4717069000)","10,511","10,511","1,066","1,494","1,290","1,156","2,021","1,674","997","519","255","37","2"
"경상북도 구미시 (4719000000)","413,164","413,164","38,906","44,214","54,775","63,286","72,688","70,037","43,162","16,406","8,411","1,244","35"
"경상북도 구미시 선산읍(4719025000)","14,657","14,657","824","1,114","1,331","1,202","1,881","2,876","2,829","1,476","943","175","6"
"경상북도 구미시 고아읍(4719025300)","38,176","38,176","3,555","3,899","4,527","4,834","5,834","7,934","4,775","1,658","992","164","4"
"경상북도 구미시 산동읍(4719025600)","26,836","26,836","5,580","2,506","2,338","7,645","4,812","2,120","1,109","394","282","49","1"
"경상북도 구미시 무을면(4719031000)","1,835","1,835","42","56","89","70","123","352","499","306","250","48","0"
"경상북도 구미시 옥성면(4719032000)","1,682","1,682","10","50","96","64","129","320","443","273","256","40","1"
"경상북도 구미시 도개면(4719033000)","2,174","2,174","33","101","128","97","178","391","523","366","312","45","0"
"경상북도 구미시 해평면(4719034000)","4,004","4,004","53","139","276","207","379","788","928","666","494","71","3"
"경상북도 구미시 장천면(4719036000)","3,045","3,045","61","186","224","158","331","583","677","464","318","41","2"
"경상북도 구미시 송정동(4719051000)","24,136","24,136","1,726","2,390","3,249","3,312","3,851","4,394","3,508","1,222","446","38","0"
"경상북도 구미시 원평동(4719053500)","6,309","6,309","121","196","709","715","951","1,323","1,331","657","261","44","1"
"경상북도 구미시 도량동(4719055100)","29,193","29,193","2,217","3,319","3,636","3,301","4,807","5,963","3,988","1,289","600","73","0"
"경상북도 구미시 지산동(4719055500)","2,161","2,161","68","107","212","143","266","450","545","240","114","14","2"
"경상북도 구미시 선주원남동(4719056500)","38,998","38,998","3,588","4,988","5,091","4,835","7,318","7,138","4,178","1,236","549","76","1"
"경상북도 구미시 형곡1동(4719058200)","14,180","14,180","959","1,534","1,856","1,545","2,289","2,963","1,988","741","277","27","1"
"경상북도 구미시 형곡2동(4719058300)","16,609","16,609","792","1,831","2,597","1,631","2,560","3,788","2,416","711","250","31","2"
"경상북도 구미시 신평1동(4719059000)","3,263","3,263","134","167","579","517","441","595","495","247","77","11","0"
"경상북도 구미시 신평2동(4719060000)","3,112","3,112","270","211","377","530","419","605","414","181","93","9","3"
"경상북도 구미시 비산동(4719061000)","13,141","13,141","1,638","1,098","1,761","2,759","2,174","2,199","1,086","294","115","17","0"
"경상북도 구미시 광평동(4719063000)","4,269","4,269","284","351","611","641","742","812","508","226","83","10","1"
"경상북도 구미시 상모사곡동(4719064500)","30,994","30,994","2,704","3,659","4,706","4,319","5,984","6,085","2,387","742","350","56","2"
"경상북도 구미시 임오동(4719066000)","18,802","18,802","2,025","2,487","2,369","2,868","3,868","3,215","1,324","419","192","34","1"
"경상북도 구미시 인동동(4719067000)","48,098","48,098","4,409","5,877","7,125","8,218","9,518","7,128","3,766","1,361","608","87","1"
"경상북도 구미시 진미동(4719068000)","16,617","16,617","856","1,051","4,299","4,396","2,775","1,823","939","327","125","25","1"
"경상북도 구미시 양포동(4719069000)","46,451","46,451","6,371","6,669","5,901","8,233","10,314","5,569","2,117","821","401","53","2"
"경상북도 구미시 공단동(4719070000)","4,422","4,422","586","228","688","1,046","744","623","389","89","23","6","0"
"경상북도 영주시 (4721000000)","101,895","101,895","5,755","8,601","9,502","8,090","13,409","17,350","19,173","11,783","7,081","1,093","58"
"경상북도 영주시 풍기읍(4721025000)","10,524","10,524","432","714","919","696","1,167","1,771","2,385","1,431","847","149","13"
"경상북도 영주시 이산면(4721031000)","2,302","2,302","53","85","167","113","174","447","589","345","290","39","0"
"경상북도 영주시 평은면(4721032000)","1,416","1,416","22","49","77","42","92","250","350","275","218","39","2"
"경상북도 영주시 문수면(4721033000)","1,935","1,935","50","87","130","104","161","313","476","313","238","62","1"
"경상북도 영주시 장수면(4721034000)","2,168","2,168","52","102","158","104","167","350","533","365","276","56","5"
"경상북도 영주시 안정면(4721035000)","2,972","2,972","78","124","176","139","242","481","760","517","380","72","3"
"경상북도 영주시 봉현면(4721036000)","2,704","2,704","69","125","155","117","256","456","757","453","272","38","6"
"경상북도 영주시 순흥면(4721037000)","1,990","1,990","30","67","116","79","133","348","593","340","239","42","3"
"경상북도 영주시 단산면(4721038000)","1,834","1,834","23","56","95","76","133","315","483","324","282","46","1"
"경상북도 영주시 부석면(4721039000)","3,006","3,006","49","109","131","121","190","513","882","555","387","68","1"
"경상북도 영주시 상망동(4721051000)","7,550","7,550","430","875","720","535","1,178","1,367","1,176","777","419","69","4"
"경상북도 영주시 하망동(4721052500)","6,044","6,044","334","571","563","433","835","1,093","1,065","712","393","40","5"
"경상북도 영주시 영주1동(4721055000)","3,962","3,962","148","273","309","263","448","653","871","610","340","42","5"
"경상북도 영주시 영주2동(4721056000)","4,962","4,962","205","335","364","330","552","840","1,107","770","409","48","2"
"경상북도 영주시 휴천1동(4721059000)","6,537","6,537","442","832","706","482","1,074","1,214","892","559","301","34","1"
"경상북도 영주시 휴천2동(4721060000)","9,882","9,882","468","684","1,129","777","1,198","1,768","1,907","1,240","627","82","2"
"경상북도 영주시 휴천3동(4721061000)","7,703","7,703","403","661","868","585","973","1,513","1,461","788","392","58","1"
"경상북도 영주시 가흥1동(4721062000)","15,496","15,496","1,822","1,953","1,723","2,147","3,036","2,166","1,538","701","364","46","0"
"경상북도 영주시 가흥2동(4721063000)","8,908","8,908","645","899","996","947","1,400","1,492","1,348","708","407","63","3"
"경상북도 영천시 (4723000000)","101,703","101,703","5,569","6,542","9,647","9,115","12,260","18,075","19,611","12,729","7,252","882","21"
"경상북도 영천시 금호읍(4723025000)","10,685","10,685","366","451","872","718","1,139","2,191","2,378","1,584","887","97","2"
"경상북도 영천시 청통면(4723031000)","4,032","4,032","105","130","269","256","340","703","1,060","721","398","49","1"
"경상북도 영천시 신녕면(4723032000)","3,779","3,779","97","192","190","208","324","618","969","691","433","56","1"
"경상북도 영천시 화산면(4723033000)","3,179","3,179","64","88","176","151","260","571","793","611","414","50","1"
